#,,"generated_by='OpenQuake engine 3.16.1', start_date='2023-05-23T00:22:57', checksum=843156240"
custom_site_id,lon,lat
qd63ucj5,115.88000,-32.03000
qd63ufvj,115.88000,-32.02000
qd63uuv0,115.88000,-32.01000
qd63uyt4,115.88000,-32.00000
qd66hbmh,115.88000,-31.99000
qd66hfjn,115.88000,-31.98000
qd66huj1,115.88000,-31.97000
qd66hvv5,115.88000,-31.96000
qd66hztj,115.88000,-31.95000
qd66kct0,115.88000,-31.94000
qd66kgm4,115.88000,-31.93000
qd66kvjh,115.88000,-31.92000
qd66kyvn,115.88000,-31.91000
qd66sbv1,115.88000,-31.90000
qd66sft5,115.88000,-31.89000
qd66sumj,115.88000,-31.88000
qd66ubj4,115.88000,-31.86000
qd66ucvh,115.88000,-31.85000
qd66uzm5,115.88000,-31.82000
qd67hcjj,115.88000,-31.81000
qd67hfvp,115.88000,-31.80000
qd63mnhw,115.89000,-32.09000
qd63t0h8,115.89000,-32.08000
qd63t1ud,115.89000,-32.07000
qd63t5ss,115.89000,-32.06000
qd63tjkx,115.89000,-32.05000
qd63tpk9,115.89000,-32.04000
qd63v1he,115.89000,-32.03000
qd63v4ut,115.89000,-32.02000
qd63vhu8,115.89000,-32.01000
qd63vnsd,115.89000,-32.00000
qd66j0ks,115.89000,-31.99000
qd66j4hw,115.89000,-31.98000
qd66jhh9,115.89000,-31.97000
qd66jjue,115.89000,-31.96000
qd66jpst,115.89000,-31.95000
qd66m1s8,115.89000,-31.94000
qd66m5kd,115.89000,-31.93000
qd66mjhs,115.89000,-31.92000
qd66mnuw,115.89000,-31.91000
qd66t0u9,115.89000,-31.90000
qd66t4se,115.89000,-31.89000
qd66thkt,115.89000,-31.88000
qd66v0hd,115.89000,-31.86000
qd66v1us,115.89000,-31.85000
qd66v5sw,115.89000,-31.84000
qd66vjs8,115.89000,-31.83000
qd63jm5f,115.90000,-32.14000
qd63mq5y,115.90000,-32.09000
qd63t25b,115.90000,-32.08000
qd63t3gf,115.90000,-32.07000
qd63t7eu,115.90000,-32.06000
qd63tm7z,115.90000,-32.05000
qd63tr7c,115.90000,-32.04000
qd63v35g,115.90000,-32.03000
qd63v6gv,115.90000,-32.02000
qd63vkgb,115.90000,-32.01000
qd63vqef,115.90000,-32.00000
qd66j27u,115.90000,-31.99000
qd66j65y,115.90000,-31.98000
qd66jk5c,115.90000,-31.97000
qd66jmgg,115.90000,-31.96000
qd66jrev,115.90000,-31.95000
qd66m3eb,115.90000,-31.94000
qd66m77f,115.90000,-31.93000
qd66mm5u,115.90000,-31.92000
qd66mqgy,115.90000,-31.91000
qd66t2gc,115.90000,-31.90000
qd66t6eg,115.90000,-31.89000
qd66tk7v,115.90000,-31.88000
qd66v25f,115.90000,-31.86000
qd66v3gu,115.90000,-31.85000
qd66v7ey,115.90000,-31.84000
qd63jt54,115.91000,-32.14000
qd63m8ep,115.91000,-32.12000
qd63t850,115.91000,-32.08000
qd63t9g4,115.91000,-32.07000
qd63teeh,115.91000,-32.06000
qd63tt7p,115.91000,-32.05000
qd63tx71,115.91000,-32.04000
qd63v955,115.91000,-32.03000
qd63vdgj,115.91000,-32.02000
qd63vsg0,115.91000,-32.01000
qd63vwe4,115.91000,-32.00000
qd66j87h,115.91000,-31.99000
qd66jd5n,115.91000,-31.98000
qd66js51,115.91000,-31.97000
qd66jtg5,115.91000,-31.96000
qd66jxej,115.91000,-31.95000
qd66m9e0,115.91000,-31.94000
qd66me74,115.91000,-31.93000
qd66mt5h,115.91000,-31.92000
qd66mwgn,115.91000,-31.91000
qd66t8g1,115.91000,-31.90000
qd66tde5,115.91000,-31.89000
qd66ts7j,115.91000,-31.88000
qd66v854,115.91000,-31.86000
qd66v9gh,115.91000,-31.85000
qd63jg62,115.92000,-32.15000
qd63jyfm,115.92000,-32.13000
qd63mbdr,115.92000,-32.12000
qd63mu67,115.92000,-32.10000
qd63my4q,115.92000,-32.09000
qd63tb42,115.92000,-32.08000
qd63tcf6,115.92000,-32.07000
qd63tgdk,115.92000,-32.06000
qd63tv6r,115.92000,-32.05000
qd63tz63,115.92000,-32.04000
qd63vc47,115.92000,-32.03000
qd63vffm,115.92000,-32.02000
qd63vuf2,115.92000,-32.01000
qd63vyd6,115.92000,-32.00000
qd66jb6k,115.92000,-31.99000
qd66jf4q,115.92000,-31.98000
qd66ju43,115.92000,-31.97000
qd66jvf7,115.92000,-31.96000
qd66jzdm,115.92000,-31.95000
qd66mcd2,115.92000,-31.94000
qd66mg66,115.92000,-31.93000
qd66mv4k,115.92000,-31.92000
qd66myfq,115.92000,-31.91000
qd66tbf3,115.92000,-31.90000
qd66tfd7,115.92000,-31.89000
qd66tu6m,115.92000,-31.88000
qd66ty4r,115.92000,-31.87000
qd66vb46,115.92000,-31.86000
qd63n538,115.93000,-32.15000
qd63nj1d,115.93000,-32.14000
qd63nnct,115.93000,-32.13000
qd63q09x,115.93000,-32.12000
qd63q499,115.93000,-32.11000
qd63qh3e,115.93000,-32.10000
qd63qn1w,115.93000,-32.09000
qd63w018,115.93000,-32.08000
qd63w1cd,115.93000,-32.07000
qd63w59s,115.93000,-32.06000
qd63wj3x,115.93000,-32.05000
qd63wp39,115.93000,-32.04000
qd63y11e,115.93000,-32.03000
qd63y4ct,115.93000,-32.02000
qd63yhc8,115.93000,-32.01000
qd63yn9d,115.93000,-32.00000
qd66n03s,115.93000,-31.99000
qd66n41w,115.93000,-31.98000
qd66nh19,115.93000,-31.97000
qd66njce,115.93000,-31.96000
qd66np9t,115.93000,-31.95000
qd66q198,115.93000,-31.94000
qd66q53d,115.93000,-31.93000
qd66qj1s,115.93000,-31.92000
qd66qncw,115.93000,-31.91000
qd66w0c9,115.93000,-31.90000
qd66w49e,115.93000,-31.89000
qd66wh3t,115.93000,-31.88000
qd66wn1x,115.93000,-31.87000
qd66y01d,115.93000,-31.86000
qd63n72b,115.94000,-32.15000
qd63nqbv,115.94000,-32.13000
qd63q28z,115.94000,-32.12000
qd63q68c,115.94000,-32.11000
qd63qk2g,115.94000,-32.10000
qd63qq0y,115.94000,-32.09000
qd63w3bf,115.94000,-32.07000
qd63w78u,115.94000,-32.06000
qd63wr2c,115.94000,-32.04000
qd63y30g,115.94000,-32.03000
qd63y6bv,115.94000,-32.02000
qd63ykbb,115.94000,-32.01000
qd63yq8f,115.94000,-32.00000
qd66n22u,115.94000,-31.99000
qd66n60y,115.94000,-31.98000
qd66nk0c,115.94000,-31.97000
qd66nmbg,115.94000,-31.96000
qd66nr8v,115.94000,-31.95000
qd66q38b,115.94000,-31.94000
qd66q72f,115.94000,-31.93000
qd66qm0u,115.94000,-31.92000
qd66qqby,115.94000,-31.91000
qd66w2bc,115.94000,-31.90000
qd66w68g,115.94000,-31.89000
qd66wk2v,115.94000,-31.88000
qd66wq0z,115.94000,-31.87000
qd63qd81,115.95000,-32.11000
qd63qs25,115.95000,-32.10000
qd63w800,115.95000,-32.08000
qd63w9b4,115.95000,-32.07000
qd63we8h,115.95000,-32.06000
qd63wt2p,115.95000,-32.05000
qd63y905,115.95000,-32.03000
qd63ydbj,115.95000,-32.02000
qd63ysb0,115.95000,-32.01000
qd63yw84,115.95000,-32.00000
qd66n82h,115.95000,-31.99000
qd66nd0n,115.95000,-31.98000
qd66ns01,115.95000,-31.97000
qd66ntb5,115.95000,-31.96000
qd66nx8j,115.95000,-31.95000
qd66q980,115.95000,-31.94000
qd66qe24,115.95000,-31.93000
qd66qt0h,115.95000,-31.92000
qd66qwbn,115.95000,-31.91000
qd66w8b1,115.95000,-31.90000
qd66wd85,115.95000,-31.89000
qd66ws2j,115.95000,-31.88000
qd66ww0p,115.95000,-31.87000
qd66y804,115.95000,-31.86000
qd63ner2,115.96000,-32.15000
qd63ntp6,115.96000,-32.14000
qd63qdx3,115.96000,-32.11000
qd63qsr7,115.96000,-32.10000
qd63qwpq,115.96000,-32.09000
qd63w8p2,115.96000,-32.08000
qd63w9z6,115.96000,-32.07000
qd63wexk,115.96000,-32.06000
qd63wtrr,115.96000,-32.05000
qd63wxr3,115.96000,-32.04000
qd63y9p7,115.96000,-32.03000
qd63ydzm,115.96000,-32.02000
qd63ysz2,115.96000,-32.01000
qd63ywx6,115.96000,-32.00000
qd66n8rk,115.96000,-31.99000
qd66ndpq,115.96000,-31.98000
qd66nsp3,115.96000,-31.97000
qd66ntz7,115.96000,-31.96000
qd66nxxm,115.96000,-31.95000
qd66q9x2,115.96000,-31.94000
qd66qer6,115.96000,-31.93000
qd66qtpk,115.96000,-31.92000
qd66qwzq,115.96000,-31.91000
qd66w8z3,115.96000,-31.90000
qd66wdx7,115.96000,-31.89000
qd66wsrm,115.96000,-31.88000
qd66wwpr,115.96000,-31.87000
qd66y8p6,115.96000,-31.86000
qd66ytx2,115.96000,-31.83000
qd67nsz3,115.96000,-31.79000
qd67nwxk,115.96000,-31.78000
qd67q8rq,115.96000,-31.77000
qd62yvyc,115.97000,-32.18000
qd63ngqb,115.97000,-32.15000
qd63nvnf,115.97000,-32.14000
qd63qfwc,115.97000,-32.11000
qd63quqg,115.97000,-32.10000
qd63qyny,115.97000,-32.09000
qd63wbnb,115.97000,-32.08000
qd63wcyf,115.97000,-32.07000
qd63wgwu,115.97000,-32.06000
qd63wvqz,115.97000,-32.05000
qd63wzqc,115.97000,-32.04000
qd63ycng,115.97000,-32.03000
qd63yfyv,115.97000,-32.02000
qd63yuyb,115.97000,-32.01000
qd63yywf,115.97000,-32.00000
qd66nbqu,115.97000,-31.99000
qd66nfny,115.97000,-31.98000
qd66nunc,115.97000,-31.97000
qd66nvyg,115.97000,-31.96000
qd66nzwv,115.97000,-31.95000
qd66qcwb,115.97000,-31.94000
qd66qgqf,115.97000,-31.93000
qd66qvnu,115.97000,-31.92000
qd66qyyy,115.97000,-31.91000
qd66wbyc,115.97000,-31.90000
qd66wfwg,115.97000,-31.89000
qd66wuqv,115.97000,-31.88000
qd66wynz,115.97000,-31.87000
qd66ybnf,115.97000,-31.86000
qd66ycyu,115.97000,-31.85000
qd66yvwb,115.97000,-31.83000
qd66yzqg,115.97000,-31.82000
qd67nuyc,115.97000,-31.79000
qd67nywu,115.97000,-31.78000
qd67qbqy,115.97000,-31.77000
qd62xhwn,115.98000,-32.23000
qd63p1qn,115.98000,-32.16000
qd63p5q0,115.98000,-32.15000
qd63pjn4,115.98000,-32.14000
qd63x1y4,115.98000,-32.07000
qd63x5wh,115.98000,-32.06000
qd63xjqp,115.98000,-32.05000
qd63xpq1,115.98000,-32.04000
qd63z1n5,115.98000,-32.03000
qd63z4yj,115.98000,-32.02000
qd63zhy0,115.98000,-32.01000
qd63znw4,115.98000,-32.00000
qd66p0qh,115.98000,-31.99000
qd66p4nn,115.98000,-31.98000
qd66phn1,115.98000,-31.97000
qd66pjy5,115.98000,-31.96000
qd66ppwj,115.98000,-31.95000
qd66r1w0,115.98000,-31.94000
qd66rjnh,115.98000,-31.92000
qd66rnyn,115.98000,-31.91000
qd66x0y1,115.98000,-31.90000
qd66x4w5,115.98000,-31.89000
qd66xnnp,115.98000,-31.87000
qd67p4yp,115.98000,-31.80000
qd67phy1,115.98000,-31.79000
qd67r0qn,115.98000,-31.77000
qd67r4q0,115.98000,-31.76000
qd67rhn4,115.98000,-31.75000
qd62xktq,115.99000,-32.23000
qd63p7m2,115.99000,-32.15000
qd63rqjq,115.99000,-32.09000
qd63x2j2,115.99000,-32.08000
qd63x3v6,115.99000,-32.07000
qd63x7tk,115.99000,-32.06000
qd63xmmr,115.99000,-32.05000
qd63xrm3,115.99000,-32.04000
qd63z3j7,115.99000,-32.03000
qd63z6vm,115.99000,-32.02000
qd63zkv2,115.99000,-32.01000
qd63zqt6,115.99000,-32.00000
qd66p2mk,115.99000,-31.99000
qd66p6jq,115.99000,-31.98000
qd66pkj3,115.99000,-31.97000
qd66pmv7,115.99000,-31.96000
qd66prtm,115.99000,-31.95000
qd66r3t2,115.99000,-31.94000
qd66r7m6,115.99000,-31.93000
qd66rmjk,115.99000,-31.92000
qd66rqvq,115.99000,-31.91000
qd66x2v3,115.99000,-31.90000
qd66x6t7,115.99000,-31.89000
qd66z2j6,115.99000,-31.86000
qd66z3vk,115.99000,-31.85000
qd67pkv3,115.99000,-31.79000
qd67pqtk,115.99000,-31.78000
qd67r2mq,115.99000,-31.77000
qd67r6m2,115.99000,-31.76000
qd67rkj6,115.99000,-31.75000
qd62xssw,116.00000,-32.23000
qd62xws8,116.00000,-32.22000
qd62zeux,116.00000,-32.19000
qd62zxss,116.00000,-32.17000
qd63p9kw,116.00000,-32.16000
qd63pthd,116.00000,-32.14000
qd63pwut,116.00000,-32.13000
qd63r8sx,116.00000,-32.12000
qd63rds9,116.00000,-32.11000
qd63rske,116.00000,-32.10000
qd63x8h8,116.00000,-32.08000
qd63x9ud,116.00000,-32.07000
qd63xess,116.00000,-32.06000
qd63xtkx,116.00000,-32.05000
qd63xxk9,116.00000,-32.04000
qd63z9he,116.00000,-32.03000
qd63zsu8,116.00000,-32.01000
qd63zwsd,116.00000,-32.00000
qd66p8ks,116.00000,-31.99000
qd66pdhw,116.00000,-31.98000
qd66psh9,116.00000,-31.97000
qd66ptue,116.00000,-31.96000
qd66pxst,116.00000,-31.95000
qd66r9s8,116.00000,-31.94000
qd66rekd,116.00000,-31.93000
qd66rths,116.00000,-31.92000
qd66rwuw,116.00000,-31.91000
qd66x8u9,116.00000,-31.90000
qd66xdse,116.00000,-31.89000
qd66xskt,116.00000,-31.88000
qd66xwhx,116.00000,-31.87000
qd67r8kw,116.00000,-31.77000
qd67rshd,116.00000,-31.75000
qd67rtut,116.00000,-31.74000
qd62xc5f,116.01000,-32.25000
qd62xfgu,116.01000,-32.24000
qd62xuey,116.01000,-32.23000
qd62xyeb,116.01000,-32.22000
qd62zb7g,116.01000,-32.21000
qd63pc7y,116.01000,-32.16000
qd63pg7b,116.01000,-32.15000
qd63pv5f,116.01000,-32.14000
qd63pygv,116.01000,-32.13000
qd63rbez,116.01000,-32.12000
qd63rfec,116.01000,-32.11000
qd63xb5b,116.01000,-32.08000
qd63xcgf,116.01000,-32.07000
qd63xgeu,116.01000,-32.06000
qd63xv7z,116.01000,-32.05000
qd63xz7c,116.01000,-32.04000
qd63zc5g,116.01000,-32.03000
qd63zugb,116.01000,-32.01000
qd63zyef,116.01000,-32.00000
qd66pb7u,116.01000,-31.99000
qd66pf5y,116.01000,-31.98000
qd66pu5c,116.01000,-31.97000
qd66pvgg,116.01000,-31.96000
qd66pzev,116.01000,-31.95000
qd66rceb,116.01000,-31.94000
qd66rg7f,116.01000,-31.93000
qd66rv5u,116.01000,-31.92000
qd66rygy,116.01000,-31.91000
qd66xbgc,116.01000,-31.90000
qd66xfeg,116.01000,-31.89000
qd66xu7v,116.01000,-31.88000
qd66xy5z,116.01000,-31.87000
qd67ru5f,116.01000,-31.75000
qd67rvgv,116.01000,-31.74000
qd688154,116.02000,-32.25000
qd6884gh,116.02000,-32.24000
qd68bjg1,116.02000,-32.18000
qd69017n,116.02000,-32.16000
qd690570,116.02000,-32.15000
qd690ngj,116.02000,-32.13000
qd6920ep,116.02000,-32.12000
qd6924e1,116.02000,-32.11000
qd698j7p,116.02000,-32.05000
qd69b155,116.02000,-32.03000
qd69b4gj,116.02000,-32.02000
qd69bhg0,116.02000,-32.01000
qd69bne4,116.02000,-32.00000
qd6d007h,116.02000,-31.99000
qd6d045n,116.02000,-31.98000
qd6d0h51,116.02000,-31.97000
qd6d0jg5,116.02000,-31.96000
qd6d0pej,116.02000,-31.95000
qd6d21e0,116.02000,-31.94000
qd6d2ngn,116.02000,-31.91000
qd6d80g1,116.02000,-31.90000
qd6d84e5,116.02000,-31.89000
qd6d8h7j,116.02000,-31.88000
qd6d8n5p,116.02000,-31.87000
qd6e0neh,116.02000,-31.78000
qd6e2h54,116.02000,-31.75000
qd6e2jgj,116.02000,-31.74000
qd68brdk,116.03000,-32.17000
qd69036q,116.03000,-32.16000
qd690qfm,116.03000,-32.13000
qd6922dr,116.03000,-32.12000
qd69bkf2,116.03000,-32.01000
qd69bqd6,116.03000,-32.00000
qd6d026k,116.03000,-31.99000
qd6d064q,116.03000,-31.98000
qd6d0k43,116.03000,-31.97000
qd6d0mf7,116.03000,-31.96000
qd6d0rdm,116.03000,-31.95000
qd6d23d2,116.03000,-31.94000
qd6d2766,116.03000,-31.93000
qd6d2m4k,116.03000,-31.92000
qd6d2qfq,116.03000,-31.91000
qd6d82f3,116.03000,-31.90000
qd6d86d7,116.03000,-31.89000
qd6d8k6m,116.03000,-31.88000
qd6d8q4r,116.03000,-31.87000
qd6e0qdk,116.03000,-31.78000
qd68bx9s,116.04000,-32.17000
qd69b91e,116.04000,-32.03000
qd69bsc8,116.04000,-32.01000
qd69bw9d,116.04000,-32.00000
qd6d083s,116.04000,-31.99000
qd6d0d1w,116.04000,-31.98000
qd6d0s19,116.04000,-31.97000
qd6d0tce,116.04000,-31.96000
qd6d0x9t,116.04000,-31.95000
qd6d2998,116.04000,-31.94000
qd6d2e3d,116.04000,-31.93000
qd6d2t1s,116.04000,-31.92000
qd6d2wcw,116.04000,-31.91000
qd6d88c9,116.04000,-31.90000
qd6d8d9e,116.04000,-31.89000
qd6d8s3t,116.04000,-31.88000
qd6d8w1x,116.04000,-31.87000
qd6db81d,116.04000,-31.86000
qd68bz9h,116.05000,-32.17000
qd69buc0,116.05000,-32.01000
qd69by94,116.05000,-32.00000
qd6d0b3h,116.05000,-31.99000
qd6d0f1n,116.05000,-31.98000
qd6d0u11,116.05000,-31.97000
qd6d0vc5,116.05000,-31.96000
qd6d2g34,116.05000,-31.93000
qd6d2v1h,116.05000,-31.92000
qd6d2ycn,116.05000,-31.91000
qd6d8bc1,116.05000,-31.90000
qd6d8f95,116.05000,-31.89000
qd6d8u3j,116.05000,-31.88000
qd6d8y1p,116.05000,-31.87000
qd6dbb14,116.05000,-31.86000
qd68c40m,116.06000,-32.20000
qd68c5br,116.06000,-32.19000
qd68cp8k,116.06000,-32.17000
qd69308r,116.06000,-32.12000
qd69chb2,116.06000,-32.01000
qd69cn86,116.06000,-32.00000
qd6d102k,116.06000,-31.99000
qd6d140q,116.06000,-31.98000
qd6d1h03,116.06000,-31.97000
qd6d1jb7,116.06000,-31.96000
qd6d1p8m,116.06000,-31.95000
qd6d3526,116.06000,-31.93000
qd6d90b3,116.06000,-31.90000
qd6d9487,116.06000,-31.89000
qd6d9h2m,116.06000,-31.88000
qd6d9n0r,116.06000,-31.87000
qd6dc006,116.06000,-31.86000
qd68c4pt,116.07000,-32.20000
qd6934x9,116.07000,-32.11000
qd6d10rs,116.07000,-31.99000
qd6d14pw,116.07000,-31.98000
qd6d1hp9,116.07000,-31.97000
qd6d1jze,116.07000,-31.96000
qd6d3jps,116.07000,-31.92000
qd6d9hrt,116.07000,-31.88000
qd6d9npx,116.07000,-31.87000
qd68cmyc,116.08000,-32.18000
qd691qyv,116.08000,-32.13000
qd6d37qf,116.08000,-31.93000
qd6d3mnu,116.08000,-31.92000
qd691vj6,116.10000,-32.14000
qd6d6mhh,116.12000,-31.92000
qd6d6qun,116.12000,-31.91000
qd6dds7m,116.13000,-31.88000
qd6d6v4s,116.14000,-31.92000
qd6d6yfw,116.14000,-31.91000
qd6ddfde,116.14000,-31.89000
qd6ddu6t,116.14000,-31.88000
qd6d7j1u,116.15000,-31.92000
qd6d7ncy,116.15000,-31.91000
qd6d7734,116.16000,-31.93000
qd6d7m1h,116.16000,-31.92000
qd6d7qcn,116.16000,-31.91000
qd6de2c1,116.16000,-31.90000
qd6d7e26,116.17000,-31.93000
qd6d7t0k,116.17000,-31.92000
qd6d7wbq,116.17000,-31.91000
qd6de8b3,116.17000,-31.90000
qd6des2m,116.17000,-31.88000
qd6dew0r,116.17000,-31.87000
qd6d7erd,116.18000,-31.93000
qd6d7tps,116.18000,-31.92000
qd6d7wzw,116.18000,-31.91000
qd6de8z9,116.18000,-31.90000
qd6dedxe,116.18000,-31.89000
qd6desrt,116.18000,-31.88000
qd6d7gqf,116.19000,-31.93000
qd6d7vnu,116.19000,-31.92000
qd6debyc,116.19000,-31.90000
qd6defwg,116.19000,-31.89000
qd6dknyq,116.20000,-31.91000
qd6ds0y3,116.20000,-31.90000
qd6ds4w7,116.20000,-31.89000
qd6dkqvw,116.21000,-31.91000
qd6ds2v9,116.21000,-31.90000
qd6ds6te,116.21000,-31.89000
qd6dskmt,116.21000,-31.88000
qd6ds8uc,116.22000,-31.90000
qd6dsdsg,116.22000,-31.89000
qd6dswhz,116.22000,-31.87000
qd6dsfs5,116.23000,-31.89000
